geneID,morans_index,pvalue
DjGI000105_012,NA,NA
DjGI000377_001,0.23288938043425736,0
DjGI000377_002,0.23049951240453187,0
DjGI000441_001,0.14605227952103203,0
DjGI000441_002,0.11191077288122388,0
DjGI000469_001,0.2625476540458838,0
DjGI000469_002,0.2556176351734584,0
DjGI000469_003,0.0942968897360864,0
DjGI000555_001,0.24441452323627977,0
DjGI000555_002,0.2638737769526107,0
DjGI000555_003,0.21048461803764948,0
DjGI000555_004,0.25463586361493207,0
DjGI000605_003,0.2335786572975734,0
DjGI000740_001,0.11741603572303375,0
DjGI000740_002,0.13409376267827444,0
DjGI000740_003,0.1086825491281791,0
DjGI000881_001,0.2729185063082264,0
DjGI000881_002,0.27939092455560766,0
DjGI000914_001,0.1883671293562192,0
DjGI000914_002,0.16412034925657099,0
DjGI000914_003,0.18355091252442604,0
DjGI000914_004,0.14744331833254273,0
DjGI000932_001,0.315532397425895,0
DjGI000932_002,0.3651535695227391,0
DjGI000940_001,0.27514087159601985,0
DjGI000940_002,0.27322813384461375,0
DjGI000940_003,0.2550965553126218,0
DjGI001098_001,0.3205336775036414,0
DjGI001098_002,0.31963617416305146,0
DjGI001098_003,0.3539918245615001,0
DjGI001141_001,NA,NA
DjGI001141_002,NA,NA
DjGI001171_001,0.10223822911528148,0
DjGI001171_002,0.12840812960531975,0
DjGI001171_003,0.02556119244929584,7.0826945563053215e-121
DjGI001176_002,0.10283773602155383,0
DjGI001176_003,NA,NA
DjGI001281_001,0.2276633381010071,0
DjGI001281_002,0.222808983856576,0
DjGI001281_003,0.242512239088089,0
DjGI001438_001,0.05046791688543369,0
DjGI001438_002,0.14404887817771783,0
DjGI001455_001,0.39046434238026767,0
DjGI001513_001,0.2948710871940498,0
DjGI001513_002,0.28538224860822936,0
DjGI001617_001,0.3481535870662229,0
DjGI001924_001,0.33187013738406346,0
DjGI001950_001,0.19677026402526726,0
DjGI001957_001,0.23033567231176272,0
DjGI001971_001,0.22936064552456312,0
DjGI002012_001,0.1849491778794433,0
DjGI002012_002,0.1729876828191696,0
DjGI002087_001,0.2298715113800662,0
DjGI002087_002,0.22513871470838664,0
DjGI002089_001,0.21958955568568794,0
DjGI002094_001,0.159512725873706,0
DjGI002123_001,0.19354555381853594,0
DjGI002123_002,0.21293934202768192,0
DjGI002244_001,0.19087605922024234,0
DjGI002244_002,0.18820265883816226,0
DjGI002349_001,0.1657380067778983,0
DjGI002416_001,0.18086069902569374,0
DjGI002460_001,0.19065332439668442,0
DjGI002570_001,0.041840605662007466,0
DjGI002591_001,0.3898287018757511,0
DjGI002606_001,0.23673803792209597,0
DjGI002606_002,0.11293699627202661,0
DjGI002720_001,0.01059564121358733,1.6041113030856622e-21
DjGI002779_001,0.08779423057966267,0
DjGI002803_001,0.2757687936038659,0
DjGI003108_001,0.3071345997094848,0
DjGI003192_001,0.17223123620303685,0
DjGI003459_002,0.13888820261155868,0
DjGI003862_001,0.14785832204235894,0
DjGI004046_001,0.09608972717487232,0
DjGI004503_001,0.17570089169663455,0
DjGI004524_001,0.3578085406416776,0
DjGI004558_001,0.2691890787667011,0
DjGI004569_001,0.14749226712028587,0
DjGI004669_001,0.2378583063776969,0
DjGI004727_001,0.04670197984696363,0
DjGI004847_001,0.17442418529508158,0
DjGI004851_001,0.20631627504037478,0
DjGI004948_001,0.20351820556761188,0
DjGI004992_001,0.16643102606014,0
DjGI005047_001,0.1584277065603591,0
DjGI005089_001,0.09229066016335495,0
DjGI005175_001,0.08424039437770475,0
DjGI005213_001,0.2318361408972742,0
DjGI005215_001,0.21408270197255472,0
DjGI005348_001,0.08764432539778935,0
DjGI005411_001,0.2869375436096835,0
DjGI005455_001,0.3129450235293503,0
DjGI005461_001,0.2991289888682203,0
DjGI005470_001,0.2503061843675248,0
DjGI005481_001,0.1038812184635531,0
DjGI005501_001,0.26068910412443785,0
DjGI005513_001,0.19627729315744732,0
DjGI005559_001,0.13757121335576686,0
DjGI005580_001,0.06428684514753479,0
DjGI005646_001,0.20212532640539305,0
DjGI005650_001,0.2958460147905953,0
DjGI005687_001,0.22926413418655492,0
DjGI005778_001,0.10928915314008508,0
DjGI005797_001,0.22801218743743168,0
DjGI005916_001,0.266482653432343,0
DjGI006051_001,0.29861971998068365,0
DjGI006052_001,0.0773777196873346,0
DjGI006084_001,0.2167568652689001,0
DjGI006087_001,0.16197915524662065,0
DjGI006193_001,0.1576677970080838,0
DjGI006272_001,0.28648603522238486,0
DjGI006346_001,0.190589198329215,0
DjGI006453_001,0.138001543355337,0
DjGI006460_001,0.26999701917944013,0
DjGI006546_001,0.02758465761740561,1.0523771411471066e-142
DjGI006583_001,0.10899858242944194,0
DjGI006598_001,0.2020619891992313,0
DjGI006653_001,0.20549881427926947,0
DjGI006788_001,0.27434387699987,0
DjGI006820_001,NA,NA
DjGI006826_001,0.19690829242169047,0
DjGI006842_001,0.02756486599361031,4.790214875333833e-156
DjGI007021_001,0.24642155288067316,0
DjGI007081_001,0.31313224556385305,0
DjGI007279_001,0.32690086102451965,0
DjGI007371_001,0.3207061034116802,0
DjGI007454_001,0.3650124884134025,0
DjGI007507_001,0.24654928674210846,0
DjGI007516_001,0.02272016576988475,1.052310092049414e-86
DjGI007529_001,0.22977395526228372,0
DjGI007533_001,0.20630719241921308,0
DjGI007615_001,0.1101081367820922,0
DjGI007624_001,0.16500999507310107,0
DjGI007724_001,0.13172328569113673,0
DjGI007749_001,0.053897598355595724,0
DjGI007788_001,0.15228074768388603,0
DjGI007819_001,0.2804048097825068,0
DjGI007868_001,0.24113207705062778,0
DjGI007901_001,0.05878145286144499,0
DjGI007998_001,0.15063581670587137,0
DjGI008076_001,0.20661167944303738,0
DjGI008114_001,0.1307385925285352,0
DjGI008177_001,0.31842804123051943,0
DjGI008225_001,0.12287205503065529,0
DjGI008283_001,0.20390896960076837,0
DjGI008287_001,0.1763687453985097,0
DjGI008362_001,0.21620383237043397,0
DjGI008420_001,0.2558522938743716,0
DjGI008431_001,0.19911784111474662,0
DjGI008455_001,0.3113139862071237,0
DjGI008617_001,0.18394340307908819,0
DjGI008658_001,0.17009489534807487,0
DjGI008668_001,0.19291364713812276,0
DjGI008769_001,0.18002429176054008,0
DjGI008787_001,0.2682414335799308,0
DjGI008805_001,0.06826874598097202,0
DjGI008817_001,0.05171480604270642,0
DjGI008980_001,0.09947255897169499,0
DjGI009175_001,0.2660556697122597,0
DjGI009176_001,0.088863334240533,0
DjGI009293_001,0.22868521855242877,0
DjGI009387_001,0.23863207182563934,0
DjGI009603_001,0.20118166953621852,0
DjGI009851_001,0.3125315880021694,0
DjGI009852_001,0.22289531182620803,0
DjGI010007_001,0.19382555622853287,0
DjGI010032_001,NA,NA
DjGI010034_001,0.04833605630742274,0
DjGI010514_001,0.10208732491896115,0
DjGI010591_001,0.03099295529897347,1.1387255671616557e-168
DjGI010629_001,0.26440994375933335,0
DjGI010645_001,0.030618802133137293,4.5818965903426036e-163
DjGI010651_001,0.2856535333917722,0
DjGI010853_001,0.26845833971681804,0
DjGI010970_001,0.21152359639580717,0
DjGI011005_001,0.08567625031583347,0
DjGI011009_001,0.2549982479147915,0
DjGI011139_001,0.3083811637837902,0
DjGI011151_001,0.27592688528730447,0
DjGI011351_001,0.1540965894854907,0
DjGI011447_001,0.25755863920504896,0
DjGI011591_001,0.00508359085553073,2.371557727284952e-6
DjGI012285_001,0.29068604088654776,0
DjGI012425_001,0.0018029670884617713,0.04279504836139797
DjGI012432_001,0.053991835502146486,0
DjGI012446_001,NA,NA
DjGI012459_001,0.20630374381283492,0
DjGI012716_001,0.017353698430007256,9.170302365570442e-54
DjGI012893_001,0.22716105738553374,0
DjGI012904_001,0.016228637745357582,1.5342478184142e-50
DjGI013083_001,0.23350686099728313,0
DjGI013223_001,0.3374559845064442,0
DjGI013288_001,0.02975061551590394,2.292866068739917e-183
DjGI013678_001,0.17869916724833676,0
DjGI013805_001,0.28061497284990716,0
DjGI014492_001,0.12122846476711328,0
DjGI014524_001,0.20129099375164966,0
DjGI014619_001,0.26044831337917296,0
DjGI014833_001,0.11598680828633498,0
DjGI015284_001,0.2950650458108354,0
DjGI016248_001,0.03820587400574565,0
DjGI016475_001,NA,NA
DjGI016672_001,0.018580772865790917,2.889333791199425e-58
DjGI017008_001,0.21556368662135938,0
DjGI017033_001,0.22159707358802244,0
DjGI017795_001,0.022606873093754098,3.286856480183808e-117
DjGI017799_001,0.06963887224819977,0
DjGI017809_001,NA,NA
DjGI017810_001,0.17261383829412544,0
DjGI018292_001,0.056872226657529654,0
DjGI018373_001,NA,NA
DjGI019095_001,0.2018788618947224,0
DjGI019398_001,0.39660000063094214,0
